f1,precision,recall,abs_spd,di,metodo,base_treino,serie_treino,vies_treino
0.9696969696969697,0.94440867138871,0.9963768115942029,0.05429721885388594,0.9318337883116301,lr_reponderado,pd_v1,PD,1.0
0.9685299295774648,0.9419948630136986,0.9966032608695652,0.05468793881503331,0.9313055132041573,prejudice_remover_eta10,pd_v1,PD,1.0
0.9614249163550482,0.9608575924468922,0.9619929105947224,0.08306828816287326,1.1219280918238232,lr_sem_mitigacao,pd_v1,PD,1.0
0.9631135637525414,0.947248143210817,0.9795194958645136,0.0907609000138565,1.1360804366650707,lr_balanceado,pd_v1,PD,1.0
0.9657846273141417,0.9509448368009162,0.9810949192595511,0.08980431654543564,1.1343756484678522,lr_reponderado,pd_v1,PD,1.0
0.9631135637525414,0.947248143210817,0.9795194958645136,0.0907609000138565,1.1360804366650707,prejudice_remover_eta10,pd_v1,PD,1.0
0.9748892171344166,0.9726861858911378,0.9771022502960915,0.047765560466456525,1.067988470599796,lr_sem_mitigacao,pd_v1,PD,1.0
0.9786692759295499,0.970314318975553,0.9871693643900513,0.04860543050313959,1.0695806772148888,lr_balanceado,pd_v1,PD,1.0
0.9797436148351111,0.9714729283912285,0.9881563363600474,0.04810467937644958,1.0688145019446775,lr_reponderado,pd_v1,PD,1.0
0.9786692759295499,0.970314318975553,0.9871693643900513,0.04860543050313959,1.0695806772148888,prejudice_remover_eta10,pd_v1,PD,1.0
0.9668708872248696,0.9590366869232501,0.9748341340654313,0.2285493827160494,0.7714506172839506,lr_sem_mitigacao,pd_v1,PD,1.0
0.9700168444693992,0.9525805028672254,0.9881034088309312,0.2295561434450324,0.7696210746788206,lr_balanceado,pd_v1,PD,1.0
0.9712424174342844,0.9540940189803575,0.9890185312285518,0.23123897707231045,0.7683473574946442,lr_reponderado,pd_v1,PD,1.0
0.9700168444693992,0.9525805028672254,0.9881034088309312,0.2295561434450324,0.7696210746788206,prejudice_remover_eta10,pd_v1,PD,1.0
0.9471399782979383,0.9133034379671151,0.9835801674179009,0.83275,0.0,lr_sem_mitigacao,pd_v1,PD,1.0
0.9447683338447377,0.9024032825322391,0.9913071474565357,0.8294,0.0,lr_balanceado,pd_v1,PD,1.0
0.9462860650705954,0.9041055718475073,0.9925949774629749,0.8295,0.0,lr_reponderado,pd_v1,PD,1.0
0.9447683338447377,0.9024032825322391,0.9913071474565357,0.8294,0.0,prejudice_remover_eta10,pd_v1,PD,1.0
0.9950584548632035,0.99637943519189,0.993740972556572,0.19783079260874303,1.2744675575324704,lr_sem_mitigacao,gs_v0,GS,0.0
0.9929315921888103,0.988313856427379,0.9975926817525277,0.1961499879677273,1.2728502130220662,lr_balanceado,gs_v0,GS,0.0
0.9929315921888103,0.988313856427379,0.9975926817525277,0.1961499879677273,1.2728502130220662,lr_reponderado,gs_v0,GS,0.0
0.9731568079679339,0.9821034567295905,0.9643716899374097,0.1861039794760907,1.2555487628317332,prejudice_remover_eta10,gs_v0,GS,0.0
0.9964532019704434,0.9980264456285771,0.9948849104859335,0.3515570711410285,0.5834005518149433,lr_sem_mitigacao,gs_v0,GS,0.0
0.9951937224129476,0.9923708920187794,0.9980326578792051,0.3504462729619052,0.5834546025231409,lr_balanceado,gs_v0,GS,0.0
0.9950961161239702,0.9921768042245257,0.9980326578792051,0.35037715968524485,0.5835025366837161,lr_reponderado,gs_v0,GS,0.0
0.975812693498452,0.960022844089092,0.9921306315168208,0.3392018264998346,0.5918916324940873,prejudice_remover_eta10,gs_v0,GS,0.0
0.9933628318584071,0.9892288861689107,0.997531473710195,0.6764704746149678,0.3102384066640869,lr_sem_mitigacao,gs_v0,GS,0.0
0.9850455927051672,0.9705318639195016,1.0,0.6726106426096004,0.31030236061251126,lr_balanceado,gs_v0,GS,0.0
0.9842079689018465,0.9689069600574025,1.0,0.6721289138916869,0.31045571535158833,lr_reponderado,gs_v0,GS,0.0
0.9562026515151515,0.9185808505799409,0.997037768452234,0.6542441359566968,0.31782279423171916,prejudice_remover_eta10,gs_v0,GS,0.0
0.9937201237229356,0.9936269915651359,0.9938132733408324,0.7025577881007113,0.2670697912050784,lr_sem_mitigacao,gs_v0,GS,0.0
0.9879428677425338,0.9776064610866373,0.9985001874765654,0.6999782558312311,0.2647928423870811,lr_balanceado,gs_v0,GS,0.0
0.9873934000741564,0.9765309864319766,0.9985001874765654,0.6995366247404022,0.26491572559957416,lr_reponderado,gs_v0,GS,0.0
0.967594705613875,0.9428927237146415,0.9936257967754031,0.6815067061045388,0.27306664763003347,prejudice_remover_eta10,gs_v0,GS,0.0
0.9921183224676462,0.992601246105919,0.9916358685080724,0.8657945024962896,0.13187082598122535,lr_sem_mitigacao,gs_v0,GS,0.0
0.9882534180627768,0.9784556720686368,0.9982493678272709,0.8662788104134038,0.12673756216441487,lr_balanceado,gs_v0,GS,0.0
